"We can't process your order right now. Please try again later.","Comanda dumneavoastra nu poate fi procesata momentan. Va rugam, incercati din nou mai tarziu.","module","Magento_Authorizenet"
"Cannot place order.","Nu se poate plasa comanda.","module","Magento_Authorizenet"
"Credit Card: xxxx-%1","Card de credit: xxxx-%1","module","Magento_Authorizenet"
"amount %1","cantitate %1","module","Magento_Authorizenet"
"failed.","esuat.","module","Magento_Authorizenet"
"successful.","reusit.","module","Magento_Authorizenet"
"Authorize.Net Transaction ID %1.","Permiteti.ID tranzactie neta %1.","module","Magento_Authorizenet"
"authorize","permiteti","module","Magento_Authorizenet"
"authorize and capture","permiteti si captati","module","Magento_Authorizenet"
"capture","captati","module","Magento_Authorizenet"
"refund","restituiti","module","Magento_Authorizenet"
"void","gol / nul","module","Magento_Authorizenet"
"Gateway error: %1","Eroare portal: %1","module","Magento_Authorizenet"
"Something went wrong in the payment gateway.","A avut loc o eroare in portalul de plati.","module","Magento_Authorizenet"
"Invalid amount for capture.","Cantitate nevalida pentru captura.","module","Magento_Authorizenet"
"Payment capturing error.","Eroare la captarea platii.","module","Magento_Authorizenet"
"Invalid transaction ID.","ID tranzactie nevalid.","module","Magento_Authorizenet"
"Payment voiding error.","Eroare la anularea platii.","module","Magento_Authorizenet"
"Invalid amount for refund.","Cantitate nevalida pentru restituire.","module","Magento_Authorizenet"
"Payment refunding error.","eroare la restituirea platii.","module","Magento_Authorizenet"
"The transaction was declined because the response hash validation failed.","Tranzactia a fost refuzata deoarece validarea hash a raspunsului a esuat.","module","Magento_Authorizenet"
"This payment didn't work out because we can't find this order.","Aceasta plata nu a functionat deoarece comanda nu poate fi gasita.","module","Magento_Authorizenet"
"There was a payment authorization error.","A avut loc o eroare la permisiunea platii.","module","Magento_Authorizenet"
"Please enter a transaction ID to authorize this payment.","Introduceti ID-ul tranzactiei pentru a permite aceasta plata.","module","Magento_Authorizenet"
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","a avut loc o eroare: suma platita nu coincide cu cantitatea comenzii. Corectati si incercati din nou.","module","Magento_Authorizenet"
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Tranzactia %1 a fost aprobata. Suma %2. statusul tranzactiei este ""%3""","module","Magento_Authorizenet"
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Tranzactia %1 a fost anulata/refuzata. Statusul tranzactiei este ""%2"". Suma %3.","module","Magento_Authorizenet"
"Authorize Only","Doar permiteti","module","Magento_Authorizenet"
"Authorize and Capture","Permiteti si captati","module","Magento_Authorizenet"
"Unable to get transaction details. Try again later.","Imposibil de obtinut detaliile tranzactiei. incercati din nou mai tarziu.","module","Magento_Authorizenet"
"Gateway error: ' .","Gateway error: ' . 'Eroare portal: ' .","module","Magento_Authorizenet"
"Credit Card Type","Tip card de credit","module","Magento_Authorizenet"
"Credit Card Number","Numar card de credit","module","Magento_Authorizenet"
"Expiration Date","Data expirarii","module","Magento_Authorizenet"
"Card Verification Number","Numar verificare card","module","Magento_Authorizenet"
"Fraud Detection","Detectare abuz","module","Magento_Authorizenet"
"FDS Filter Action","Actiune-filtru FDS","module","Magento_Authorizenet"
"AVS Response","Raspuns AVS","module","Magento_Authorizenet"
"Card Code Response","Raspuns cod card","module","Magento_Authorizenet"
"CAVV Response","Raspuns CAVV","module","Magento_Authorizenet"
"Fraud Filters","Filtre abuz","module","Magento_Authorizenet"
"Authorize.net Direct Post","Afisare directa Authorize.net","module","Magento_Authorizenet"
"Enabled","Activat","module","Magento_Authorizenet"
"Payment Action","Actiune de plata","module","Magento_Authorizenet"
"Title","Titlu","module","Magento_Authorizenet"
"API Login ID","ID conectare API","module","Magento_Authorizenet"
"Transaction Key","Cheie tranzactie","module","Magento_Authorizenet"
"Merchant MD5","MD5 comerciant","module","Magento_Authorizenet"
"New Order Status","Status comanda noua","module","Magento_Authorizenet"
"Test Mode","Mod test","module","Magento_Authorizenet"
"Gateway URL","URL Gateway","module","Magento_Authorizenet"
"Transaction Details URL","URL detalii tranzactie","module","Magento_Authorizenet"
"Accepted Currency","Moneda acceptata","module","Magento_Authorizenet"
"Debug","Depanare","module","Magento_Authorizenet"
"Email Customer","Trimiteti email clientului","module","Magento_Authorizenet"
"Merchant's Email","Email-ul comerciantului","module","Magento_Authorizenet"
"Credit Card Types","Tipuri card de credit","module","Magento_Authorizenet"
"Credit Card Verification","Verificare card de credit","module","Magento_Authorizenet"
"Payment from Applicable Countries","Plata din tarile aplicabile","module","Magento_Authorizenet"
"Payment from Specific Countries","Plata din tari specifice","module","Magento_Authorizenet"
"Minimum Order Total","Total minim comanda","module","Magento_Authorizenet"
"Maximum Order Total","Total maxim comanda","module","Magento_Authorizenet"
"Sort Order","Sortare comanda","module","Magento_Authorizenet"
"Invalid Form Key. Please refresh the page.","Forma cheie/cod nevalida. Reimprospatati pagina.","module","Magento_Backend"
"You entered an invalid Secret Key. Please refresh the page.","Ati introdus o Cheie Secreta nevalida. Reimprospatati pagina.","module","Magento_Backend"
"Cache Storage Management","Management stocare cache","module","Magento_Backend"
"Flush Magento Cache","curatare Cache Magento","module","Magento_Backend"
"The cache storage may contain additional data. Are you sure that you want to flush it?","Memoria cache poate contine informatii suplimentare.Sunteti sigur ca doriti sa o curatati?","module","Magento_Backend"
"Flush Cache Storage","Curatare Memorie Cache","module","Magento_Backend"
"Invalidated","Nevalidat","module","Magento_Backend"
"Orders","Comenzi","module","Magento_Backend"
"Amounts","Cantitati","module","Magento_Backend"
"Bestsellers","Cele mai vandute","module","Magento_Backend"
"Most Viewed Products","Cele mai vizualizate produse","module","Magento_Backend"
"New Customers","Clienti noi","module","Magento_Backend"
"Customers","Clienti","module","Magento_Backend"
"Customer","Client","module","Magento_Backend"
"Guest","Vizitator","module","Magento_Backend"
"Items","Articole","module","Magento_Backend"
"Total","Total","module","Magento_Backend"
"Lifetime Sales","Vanzari la termen","module","Magento_Backend"
"Average Order","Comanda medie","module","Magento_Backend"
"Average","Medie","module","Magento_Backend"
"Product","Produs","module","Magento_Backend"
"Price","Pret","module","Magento_Backend"
"Quantity","Cantitate","module","Magento_Backend"
"Views","Vizualizari","module","Magento_Backend"
"Revenue","Beneficiu","module","Magento_Backend"
"Tax","Taxa","module","Magento_Backend"
"Shipping","Livrare","module","Magento_Backend"
"Images (.gif, .jpg, .png)","Imagini (.gif, .jpg, .png)","module","Magento_Backend"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)","module","Magento_Backend"
"All Files","Toate fisierele","module","Magento_Backend"
"Reset to Default","Resetati ca implicit","module","Magento_Backend"
"All Store Views","Toate vizualizarile magazinului","module","Magento_Backend"
"What is this?","Ce este aceasta?","module","Magento_Backend"
"Save Account","Salveaza cont","module","Magento_Backend"
"My Account","Contul meu","module","Magento_Backend"
"Account Information","Informatii cont","module","Magento_Backend"
"User Name","Nume Utilizator","module","Magento_Backend"
"First Name","Prenume","module","Magento_Backend"
"Last Name","Nume","module","Magento_Backend"
"Email","Email","module","Magento_Backend"
"User Email","Email utilizator","module","Magento_Backend"
"New Password","Parola noua","module","Magento_Backend"
"Password Confirmation","Confirmare parola","module","Magento_Backend"
"Interface Locale","Interfata regionala","module","Magento_Backend"
"Current User Identity Verification","Verificare identitate utilizator curent","module","Magento_Backend"
"Your Password","Parola dumneavoastra","module","Magento_Backend"
"Save Cache Settings","Salvati setarile Cache","module","Magento_Backend"
"Catalog Rewrites","Rescrieri catalog","module","Magento_Backend"
"Refresh","Reimprospateaza","module","Magento_Backend"
"Images Cache","Imagini Cache","module","Magento_Backend"
"Clear","goliti","module","Magento_Backend"
"Search Index","Cautati Index","module","Magento_Backend"
"Rebuild","Reconstruit","module","Magento_Backend"
"Inventory Stock Status","Status stoc inventar","module","Magento_Backend"
"Rebuild Catalog Index","Index catalog reconstruit","module","Magento_Backend"
"Rebuild Flat Catalog Category","Reconstruire Plan Categorie de Catalog","module","Magento_Backend"
"Rebuild Flat Catalog Product","Reconstruire Plan Categorie de Produs","module","Magento_Backend"
"Cache Control","Control Cache","module","Magento_Backend"
"All Cache","Toate Cache","module","Magento_Backend"
"No change","Nici o modificare","module","Magento_Backend"
"Disable","Dezactivati","module","Magento_Backend"
"Enable","Activati","module","Magento_Backend"
"Add Design Change","Adaugati modificare de design","module","Magento_Backend"
"Back","inapoi","module","Magento_Backend"
"Delete","stergeti","module","Magento_Backend"
"Are you sure?","Sunteti sigur?","module","Magento_Backend"
"Save","Salvati","module","Magento_Backend"
"Edit Design Change","Modificati modificare de design","module","Magento_Backend"
"New Store Design Change","Modificare design magazin nou","module","Magento_Backend"
"General Settings","Setari generale","module","Magento_Backend"
"Store","Magazin","module","Magento_Backend"
"-- Please Select --","-- Selectati --","module","Magento_Backend"
"Custom Design","Design personalizat","module","Magento_Backend"
"Date From","Din data","module","Magento_Backend"
"Date To","Pana la data","module","Magento_Backend"
"Design Change","Modificare design","module","Magento_Backend"
"General","General","module","Magento_Backend"
"Cancel","Anulati","module","Magento_Backend"
"Delete %1 '%2'","sterge %1 '%2'","module","Magento_Backend"
"Delete %1","sterge %1","module","Magento_Backend"
"Block Information","Informatii bloc","module","Magento_Backend"
"Backup Options","Optiuni pentru copii de rezerva","module","Magento_Backend"
"Create DB Backup","Creati Backup DB","module","Magento_Backend"
"Yes","Da","module","Magento_Backend"
"No","Nu","module","Magento_Backend"
"Delete Store","stergeti magazin","module","Magento_Backend"
"Delete Web Site","stergeti Web Site","module","Magento_Backend"
"Save Web Site","Salvati Web Site","module","Magento_Backend"
"Save Store","Salvati magazin","module","Magento_Backend"
"Save Store View","Salvati vizualizare magazin","module","Magento_Backend"
"Delete Store View","stergeti vizualizare magazin","module","Magento_Backend"
"Edit Web Site","Modificati Web Site","module","Magento_Backend"
"New Web Site","Web Site nou","module","Magento_Backend"
"Edit Store","Modificati magazin","module","Magento_Backend"
"New Store","Magazin nou","module","Magento_Backend"
"Edit Store View","Modificati vizualizare site","module","Magento_Backend"
"New Store View","Vizualizare site noua","module","Magento_Backend"
"Store Information","Informatii magazin","module","Magento_Backend"
"Web Site","Web Site","module","Magento_Backend"
"Name","Nume","module","Magento_Backend"
"Root Category","Categorie de baza","module","Magento_Backend"
"Default Store View","Vizualizare magazin implicita","module","Magento_Backend"
"Store View Information","Informatii vizualizare magazin","module","Magento_Backend"
"Code","Cod","module","Magento_Backend"
"Status","Status","module","Magento_Backend"
"Disabled","Dezactivat","module","Magento_Backend"
"Enabled","Activat","module","Magento_Backend"
"Sort Order","Sortare Comanda","module","Magento_Backend"
"Web Site Information","Informatii Web Site","module","Magento_Backend"
"Default Store","Magazin implicit","module","Magento_Backend"
"Set as Default","Setati ca implicit","module","Magento_Backend"
"Stores","Magazine","module","Magento_Backend"
"Create Website","Creati Website","module","Magento_Backend"
"Create Store","Creati magazin","module","Magento_Backend"
"Create Store View","Creati vizualizare magazin","module","Magento_Backend"
"Home","Pagina principala","module","Magento_Backend"
"Reset","Resetare","module","Magento_Backend"
"Are you sure you want to do this?","Sunteti sigur ca doriti sa faceti acest lucru?","module","Magento_Backend"
"Add New Image","Adauga imagine noua","module","Magento_Backend"
"Export block for grid %1 is not defined","Blocul de export pentru grila %1 nu este definit","module","Magento_Backend"
"Reset Filter","Resetare filtru","module","Magento_Backend"
"Search","Cautare","module","Magento_Backend"
"Any","Oricare","module","Magento_Backend"
"All Countries","Toate tarile","module","Magento_Backend"
"From","De la","module","Magento_Backend"
"To","Pana la","module","Magento_Backend"
"Date selector","Selector data","module","Magento_Backend"
"[ deleted ]","[ sters ]","module","Magento_Backend"
"Select All","Selectati toate","module","Magento_Backend"
"[deleted]","[ sters ]","module","Magento_Backend"
"We couldn't find any records.","Nu s-au putut gasi registre.","module","Magento_Backend"
"Add New","Adaugati nou","module","Magento_Backend"
"Invalid export type supplied for grid export block","Tip export nevalid furnizat pentru blocul de export grila.","module","Magento_Backend"
"Export","Export","module","Magento_Backend"
"Please correct the column format and try again.","Corectati formatul coloanei si incercati din nou.","module","Magento_Backend"
"Please select items.","Selectati articole","module","Magento_Backend"
"Submit","Trimiteti","module","Magento_Backend"
"Unknown block type","Tip bloc necunoscut","module","Magento_Backend"
"Please correct the tab configuration and try again. Tab Id should be not empry","Corectati configuratia filei si incercati din nou. ID-ul filei nu trebuie sa fie gol.","module","Magento_Backend"
"Please correct the tab configuration and try again.","Corectati configuratia filei si incercati din nou.","module","Magento_Backend"
"You have logged out.","Sunteti deconectat.","module","Magento_Backend"
"Specified cache type(s) don't exist: %1","Tip(uri) cache specificat(e) inexistente: %1","module","Magento_Backend"
"The image cache was cleaned.","Imaginea cache a fost curatata.","module","Magento_Backend"
"An error occurred while clearing the image cache.","A avut loc o eroare in timpul stergerii imaginii cache.","module","Magento_Backend"
"The JavaScript/CSS cache has been cleaned.","Cache-ul JavaScript/CSS a fost sters.","module","Magento_Backend"
"An error occurred while clearing the JavaScript/CSS cache.","A avut loc o eroare in timpul stergerii cache-ului JavaScript/CSS.","module","Magento_Backend"
"The static files cache has been cleaned.","Cache-ul fisierelor statice a fost curatat.","module","Magento_Backend"
"You flushed the cache storage.","Ati curatat memoria cache.","module","Magento_Backend"
"The Magento cache storage has been flushed.","Memoria cache Magento a fost curatata.","module","Magento_Backend"
"Cache Management","Management cache","module","Magento_Backend"
"%1 cache type(s) disabled.","%1 tip(uri) cache dezactivat(e).","module","Magento_Backend"
"An error occurred while disabling cache.","A avut loc o eroare in timpul dezactivarii cache.","module","Magento_Backend"
"%1 cache type(s) enabled.","%1 tip(uri) cache activat(e).","module","Magento_Backend"
"An error occurred while enabling cache.","A avut loc o eroare in timpul activarii cache.","module","Magento_Backend"
"%1 cache type(s) refreshed.","%1 tip(uri) cache reimprospatat(e).","module","Magento_Backend"
"An error occurred while refreshing cache.","A avut loc o eroare in timpul reimpropatarii cache.","module","Magento_Backend"
"Dashboard","Panou","module","Magento_Backend"
"We updated lifetime statistic.","S-a actualizat termenul pentru statistica.","module","Magento_Backend"
"We can't refresh lifetime statistics.","Nu putem reimprospata termenul statistica.","module","Magento_Backend"
"invalid request","cerere nevalida","module","Magento_Backend"
"see error log for details","mergeti la jurnal-erori pentru detalii","module","Magento_Backend"
"Service unavailable: %1","serviciu indisponibil: %1","module","Magento_Backend"
"Error","Eroare","module","Magento_Backend"
"Access Denied.","Acces interzis.","module","Magento_Backend"
"You need more permissions to do this.","Aveti nevoie de mai multe permisiuni pentru a face acest lucru.","module","Magento_Backend"
"No search modules were registered","Nu au fost inregistrate module de cautare","module","Magento_Backend"
"Please make sure that all global admin search modules are installed and activated.","Asigurati-va ca toate modulele de cautare pentru administrator global sunt instalate si activate.","module","Magento_Backend"
"You have entered an invalid password for current user.","Ati introdus o parola nevalida pentru utilizatorul curent.","module","Magento_Backend"
"You saved the account.","Ati salvat contul.","module","Magento_Backend"
"An error occurred while saving account.","A avut loc o eroare in timpul salvarii contului","module","Magento_Backend"
"You deleted the design change.","Ati sters modificarea de design.","module","Magento_Backend"
"You can't delete the design change.","Nu puteti sterge modificarea de design.","module","Magento_Backend"
"Store Design","Design magazin","module","Magento_Backend"
"Edit Store Design Change","Editare modificare design magazin","module","Magento_Backend"
"You saved the design change.","Ati salvat modificarea de design.","module","Magento_Backend"
"System","sistem","module","Magento_Backend"
"Manage Stores","Gestionare magazine","module","Magento_Backend"
"The database was backed up.","Bazei de date i s-a creat o copie de rezerva.","module","Magento_Backend"
"We can't create a backup right now. Please try again later.","Nu se poate crea o copie de rezerva. incercati din nou mai tarziu.","module","Magento_Backend"
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","stergerea %1 nu va sterge informatia asociata cu %1 (e.g. categorii, produse, etc.), dar %1 nu va putea fi restaurat. Sugeram crearea unei copii de rezerva a bazei de date inainte de stergerea %1.","module","Magento_Backend"
"Something went wrong. Please try again.","A avut loc o eroare. incercati din nou","module","Magento_Backend"
"This store cannot be deleted.","Acest magazin nu poate fi sters.","module","Magento_Backend"
"You deleted the store.","Ati sters magazinul","module","Magento_Backend"
"Unable to delete store. Please, try again later.","Imposibil de sters magazinul. incercati din nou mai tarziu.","module","Magento_Backend"
"This store view cannot be deleted.","Acest magazin nu poate fi sters.","module","Magento_Backend"
"Store View","Vizualizare magazin","module","Magento_Backend"
"You deleted the store view.","Ati sters vizualizarea magazinului.","module","Magento_Backend"
"Unable to delete store view. Please, try again later.","Imposibil de sters vizualizarea magazinului. incercati din nou mai tarziu.","module","Magento_Backend"
"This website cannot be deleted.","Acest website nu poate fi sters.","module","Magento_Backend"
"You deleted the website.","Ati sters website-ul.","module","Magento_Backend"
"Unable to delete website. Please, try again later.","Imposibil de sters website-ul. incercati din nou mai tarziu.","module","Magento_Backend"
"The website does not exist.","Website inexistent.","module","Magento_Backend"
"Before modifying the website code please make sure it is not used in index.php.","inainte de a modifica codul website-ului, asigurati-va ca nu este folosit in index.php.","module","Magento_Backend"
"The store does not exist","Magazin inexistent.","module","Magento_Backend"
"Store view doesn't exist","Vizualizare magazin inexistenta.","module","Magento_Backend"
"Before modifying the store view code please make sure it is not used in index.php.","inainte de a modifica codul vizualizarii magazinului, asigurati-va ca nu este folosit in index.php.","module","Magento_Backend"
"New","Nou","module","Magento_Backend"
"You saved the website.","Ati salvat website-ul.","module","Magento_Backend"
"You saved the store.","Ati salvat magazinul","module","Magento_Backend"
"You saved the store view.","Ati salvat vizualizarea magazinului.","module","Magento_Backend"
"Something went wrong while saving. Please review the error log.","A avut o eroare in timpul salvarii. Verificati jurnalul de erori.","module","Magento_Backend"
"Last 24 Hours","Ultimele 24 de ore","module","Magento_Backend"
"Last 7 Days","Ultimele 7 zile","module","Magento_Backend"
"Current Month","Luna curenta","module","Magento_Backend"
"YTD","Ultimul an","module","Magento_Backend"
"2YTD","Ultimii 2 ani","module","Magento_Backend"
"Authentication storage is incorrect.","Memoria de autentificare este incorecta.","module","Magento_Backend"
"You did not sign in correctly or your account is temporarily disabled.","Nu v-ati conectat corect sau contul dumneavoastra este temporar dezactivat.","module","Magento_Backend"
"Authentication error occurred.","A avut loc o eroare de autentificare.","module","Magento_Backend"
"Order","Comanda","module","Magento_Backend"
"Order #%1","Comanda #%1","module","Magento_Backend"
"Access denied","Acces interzis.","module","Magento_Backend"
"Please try to sign out and sign in again.","incercati sa va deconectati si sa va conectati din nou.","module","Magento_Backend"
"If you continue to receive this message, please contact the store owner.","Daca primiti in continuare acest mesaj, contactati proprietarul magazinului.","module","Magento_Backend"
"You need more permissions to access this.","Aveti nevoie de mai multe permisiuni pentru acces.","module","Magento_Backend"
"Welcome, please sign in","Bun venit, conectati-va","module","Magento_Backend"
"Username","Utilizator","module","Magento_Backend"
"user name","Nume utilizator","module","Magento_Backend"
"Password","Parola","module","Magento_Backend"
"password","parola","module","Magento_Backend"
"Sign in","Conectare","module","Magento_Backend"
"Select Range:","Selectati intervalul:","module","Magento_Backend"
"No Data Found","Nici o informatie gasita","module","Magento_Backend"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Graficul este dezactivat. Pentru a activa graficul, faceti click aici <a href=""%1"">here</a>.","module","Magento_Backend"
"Last Orders","Ultimele comenzi","module","Magento_Backend"
"Last Search Terms","Ultimii termeni cautati","module","Magento_Backend"
"Top Search Terms","Top termeni cautati","module","Magento_Backend"
"There are no search keywords.","Nu exista cuvinte-cheie pentru cautare.","module","Magento_Backend"
"View Statistics For:","Vizualizare statistici pentru:","module","Magento_Backend"
"All Websites","Toate website-urile","module","Magento_Backend"
"Reload Data","Reincarcare informatie","module","Magento_Backend"
"Browse Files...","Rasfoire fisiere...","module","Magento_Backend"
"Magento","Magento","module","Magento_Backend"
"Copyright &copy; %1 Magento. All rights reserved.","Copyright &copy; %1 Magento. Toate drepturile rezervate.","module","Magento_Backend"
"ver. %1","ver. %1","module","Magento_Backend"
"Magento Admin Panel","Panou Administrator Magento","module","Magento_Backend"
"Account Setting","Setari cont","module","Magento_Backend"
"Customer View","Vedere client","module","Magento_Backend"
"Sign Out","Delogare","module","Magento_Backend"
"About the calendar","Despre calendar","module","Magento_Backend"
"Close","inchideti","module","Magento_Backend"
"Go Today","Mergeti astazi","module","Magento_Backend"
"Previous","Anteriorul","module","Magento_Backend"
"Next","Urmatorul","module","Magento_Backend"
"WK","WK / Saptamana","module","Magento_Backend"
"Time","Timp","module","Magento_Backend"
"Hour","Ora","module","Magento_Backend"
"Minute","Minut","module","Magento_Backend"
"JavaScript may be disabled in your browser.","JavaScript poate fi dezactivat in browser-ul dumneavoastra.","module","Magento_Backend"
"To use this website you must first enable JavaScript in your browser.","Pentru a folosi acest website trebuie mai intai sa activati JavaScript in browser-ul dumneavoastra.","module","Magento_Backend"
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Acesta este doar un magazin demo. Puteti rasfoi si plasa comenzi, dar nimic nu va fi procesat.","module","Magento_Backend"
"Report Bugs","Raportare bug-uri","module","Magento_Backend"
"Store View:","Vizualizare magazin:","module","Magento_Backend"
"Stores Configuration","Configuratie magazine","module","Magento_Backend"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Confirmati schimbarea domeniului. Toata informatia care nu a fost salvata va fi pierduta.","module","Magento_Backend"
"Additional Cache Management","Management cache suplimentar","module","Magento_Backend"
"Flush Catalog Images Cache","stergeti catalogul de imagini cache","module","Magento_Backend"
"Pregenerated product images files","Imagini produs pregenerate","module","Magento_Backend"
"Flush JavaScript/CSS Cache","stergeti JavaScript/CSS Cache","module","Magento_Backend"
"Themes JavaScript and CSS files combined to one file.","Temele JavaScript si fisierele CSS combinate intr-un singur fisier.","module","Magento_Backend"
"Flush Static Files Cache","stergeti cache-ul fisierelor statice","module","Magento_Backend"
"Preprocessed view files and static files","Fisiere vizualizare si fisiere statice preprocesate","module","Magento_Backend"
"Catalog","Catalog","module","Magento_Backend"
"JavaScript/CSS","JavaScript/CSS","module","Magento_Backend"
"JavaScript/CSS Cache","JavaScript/CSS Cache","module","Magento_Backend"
"No records found.","Nici un registru gasit.","module","Magento_Backend"
"Images","Imagini","module","Magento_Backend"
"Big Image","Imagine mare","module","Magento_Backend"
"Thumbnail","Miniatura","module","Magento_Backend"
"Additional Settings","Setari suplimentare","module","Magento_Backend"
"records found","registre gasite","module","Magento_Backend"
"selected","selectat","module","Magento_Backend"
"per page","pe pagina","module","Magento_Backend"
"Previous page","Pagina anterioara","module","Magento_Backend"
"of %1","din %1","module","Magento_Backend"
"Next page","Pagina urmatoare","module","Magento_Backend"
"Export to:","Exportati in:","module","Magento_Backend"
"Actions","Actiuni","module","Magento_Backend"
"Mass Actions","Actiuni in masa","module","Magento_Backend"
"Unselect All","Deselectare toate","module","Magento_Backend"
